"ATC-ALL FLOOR-PANEL-1 - LOOPS 1,2,3,4,5,6,7"|G100,,,,,,,,,,,,,
ADDRESS ID,AREA ID,ADDRESS,ADDRESS LABEL,ADDRESS LABEL,GAS STAGES,,,,,,,,
424,ZONE-54,N105L03M023,G100-GF-Y036-0103-MM-023,HVAC ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M023,1,
425,ZONE-54,N105L03M024,G100-GF-Y036-0103-MM-024,HVAC ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L03M024,1,
426,ZONE-54,N105L03M025,G100-GF-Y036-0103-MM-025,HVAC ROOM,"GS-T,TROUBLE",,,,,,N105L03M025,1,
427,ZONE-52,N105L03M026,G100-GF-Y036-0103-MM-026,LOW VOLTAGE ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M026,1,
428,ZONE-52,N105L03M027,G100-GF-Y036-0103-MM-027,LOW VOLTAGE ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M027,1,
429,ZONE-52,N105L03M028,G100-GF-Y036-0103-MM-028,LOW VOLTAGE ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L03M028,1,
430,ZONE-52,N105L03M029,G100-GF-Y036-0103-MM-029,LOW VOLTAGE ROOM,"GS-T,TROUBLE",,,,,,N105L03M029,1,
431,ZONE-52,N105L03D010,G100-GF-Y036-0103-LSD-010,LOW VOLTAGE ROOM,,,,,,,N105L03D010,1,
432,ZONE-53,N105L03M030,G100-GF-Y036-0103-MM-030,HVAC ROOM,,,,,,,N105L03M030,1,
433,ZONE-53,N105L03M031,G100-GF-Y036-0103-MM-031,HVAC ROOM,,,,,,,N105L03M031,1,
434,ZONE-53,N105L03M032,G100-GF-Y036-0103-MM-032,HVAC ROOM,,,,,,,N105L03M032,1,
435,ZONE-53,N105L03M033,G100-GF-Y036-0103-MM-033,HVAC ROOM,,,,,,,N105L03M033,1,
436,ZONE-50,N105L03M034,G100-GF-Y036-0103-MM-034,M.V ROOM 03,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M034,1,
437,ZONE-50,N105L03M035,G100-GF-Y036-0103-MM-035,M.V ROOM 03,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M035,1,
438,ZONE-50,N105L03M036,G100-GF-Y036-0103-MM-036,M.V ROOM 03,"GS-GD,GAS DISCHARGE",,,,,,N105L03M036,1,
439,ZONE-50,N105L03M037,G100-GF-Y036-0103-MM-037,M.V ROOM 03,"GS-T,TROUBLE",,,,,,N105L03M037,1,
440,ZONE-66,N105L03D005,G100-GF-Y036-0103-SHD-005,HVAC ROOM,,,,,,,N105L03D005,1,
441,ZONE-66,N105L03M043,G100-GF-Y036-0103-RM-043,HVAC ROOM,,,,,,,N105L03M043,1,
442,ZONE-66,N105L03M044,G100-GF-Y036-0103-RM-044,HVAC ROOM,,,,,,,N105L03M044,1,
443,ZONE-66,N105L03M045,G100-GF-Y036-0103-MP-045,HVAC ROOM,,,,,,,N105L03M045,1,
444,ZONE-66,N105L03M046,G100-GF-Y036-0103-MM-046,HVAC ROOM,,,,,,,N105L03M046,1,
445,ZONE-66,N105L03M047,G100-GF-Y036-0103-MM-047,GAS TANKS,,,,,,,N105L03M047,1,
446,ZONE-66,N105L03M048,G100-GF-Y036-0103-MM-048,TECHNICAL ROOM,,,,,,,N105L03M048,1,
447,ZONE-66,N105L03M049,G100-GF-Y036-0103-MM-049,GAS TANKS,,,,,,,N105L03M049,1,
448,ZONE-64,N105L03M050,G100-GF-Y036-0103-RM-050,GAS TANKS,,,,,,,N105L03M050,1,
449,ZONE-64,N105L03D006,G100-GF-Y036-0103-SHD-006,GAS TANKS,,,,,,,N105L03D006,1,
450,ZONE-64,N105L03M051,G100-GF-Y036-0103-MP-051,HVAC ROOM,,,,,,,N105L03M051,1,
451,ZONE-64,N105L03M052,G100-GF-Y036-0103-MM-052,HVAC ROOM,,,,,,,N105L03M052,1,
452,ZONE-64,N105L03M054,G100-GF-Y036-0103-CM-054,TECHNICAL ROOM,,,,,,,N105L03M054,1,
453,ZONE-64,N105L03M055,G100-GF-Y036-0103-MM-055,TECHNICAL ROOM,,,,,,,N105L03M055,1,
454,ZONE-64,N105L03D004,G100-GF-Y036-0103-SHD-004,TECHNICAL ROOM,,,,,,,N105L03D004,1,
455,ZONE-65,N105L03M038,G100-GF-Y036-0103-MP-038,TECHNICAL ROOM,,,,,,,N105L03M038,1,
456,ZONE-65,N105L03M039,G100-GF-Y036-0103-MP-039,GAS TANKS,,,,,,,N105L03M039,1,
457,ZONE-66,N105L03M040,G100-GF-Y036-0103-MM-040,GAS TANKS,,,,,,,N105L03M040,1,
458,ZONE-66,N105L03M041,G100-GF-Y036-0103-RM-041,HVAC ROOM,,,,,,,N105L03M041,1,
459,ZONE-66,N105L03M042,G100-GF-Y036-0103-MM-042,HVAC ROOM,,,,,,,N105L03M042,1,
460,ZONE-59,N105L03M057,G100-GF-Y036-0103-MM-057,M.V.ROOM 03,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M057,1,
461,ZONE-59,N105L03M058,G100-GF-Y036-0103-MM-058,M.V.ROOM 03,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M058,1,
462,ZONE-59,N105L03M059,G100-GF-Y036-0103-MM-059,M.V.ROOM 03,"GS-GD,GAS DISCHARGE",,,,,,N105L03M059,1,
463,ZONE-59,N105L03M060,G100-GF-Y036-0103-MM-060,M.V.ROOM 03,"GS-T,TROUBLE",,,,,,N105L03M060,1,
464,ZONE-56,N105L03M061,G100-GF-Y036-0103-MM-061,HVAC ROOM 01,,,,,,,N105L03M061,1,
465,ZONE-56,N105L03M062,G100-GF-Y036-0103-MM-062,HVAC ROOM 01,,,,,,,N105L03M062,1,
466,ZONE-56,N105L03M063,G100-GF-Y036-0103-MM-063,HVAC ROOM 01,,,,,,,N105L03M063,1,
467,ZONE-56,N105L03M064,G100-GF-Y036-0103-MM-064,HVAC ROOM 01,,,,,,,N105L03M064,1,
468,ZONE-57,N105L03D011,G100-GF-Y036-0103-LSD-011,LOW VOLTAGE ROOM,,,,,,,N105L03D011,1,
469,ZONE-57,N105L03M065,G100-GF-Y036-0103-MM-065,LOW VOLTAGE ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M065,1,
470,ZONE-57,N105L03M066,G100-GF-Y036-0103-MM-066,LOW VOLTAGE ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M066,1,
471,ZONE-57,N105L03M067,G100-GF-Y036-0103-MM-067,LOW VOLTAGE ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L03M067,1,
472,ZONE-57,N105L03M068,G100-GF-Y036-0103-MM-068,LOW VOLTAGE ROOM,"GS-T,TROUBLE",,,,,,N105L03M068,1,
473,ZONE-55,N105L03M069,G100-GF-Y036-0103-MM-069,GEN SET 01,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M069,1,
474,ZONE-55,N105L03M070,G100-GF-Y036-0103-MM-070,GEN SET 01,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M070,1,
475,ZONE-55,N105L03M071,G100-GF-Y036-0103-MM-071,GEN SET 01,"GS-GD,GAS DISCHARGE",,,,,,N105L03M071,1,
476,ZONE-55,N105L03M072,G100-GF-Y036-0103-MM-072,GEN SET 01,"GS-T,TROUBLE",,,,,,N105L03M072,1,
477,ZONE-55,N105L03M073,G100-GF-Y036-0103-MM-073,GEN SET 01,,,,,,,N105L03M073,1,
478,ZONE-55,N105L03M074,G100-GF-Y036-0103-CM-074,GEN SET 01,,,,,,,N105L03M074,1,
479,ZONE-55,N105L03M075,G100-GF-Y036-0103-MMM-075,GEN SET 01,,,,,,,N105L03M075,1,
480,ZONE-56,N105L03M077,G100-GF-Y036-0103-MP-077,HVAC ROOM 01,,,,,,,N105L03M077,1,
481,ZONE-56,N105L03D007,G100-GF-Y036-0103-DSD-007,HVAC ROOM 01,,,,,,,N105L03D007,1,
482,ZONE-56,N105L03D008,G100-GF-Y036-0103-SHD-008,HVAC ROOM 01,,,,,,,N105L03D008,1,
483,ZONE-56,N105L03D009,G100-GF-Y036-0103-DSD-009,HVAC ROOM 01,,,,,,,N105L03D009,1,
484,ZONE-56,N105L03M078,G100-GF-Y036-0103-RM-078,HVAC ROOM 01,,,,,,,N105L03M078,1,
485,ZONE-56,N105L03M079,G100-GF-Y036-0103-RM-079,HVAC ROOM 01,,,,,,,N105L03M079,1,
486,ZONE-56,N105L03M112,G100-GF-Y036-0103-RM-112,HVAC ROOM 01,,,,,,,N105L03M112,1,
487,ZONE-56,N105L03M113,G100-GF-Y036-0103-RM-113,HVAC ROOM 01,,,,,,,N105L03M113,1,
488,ZONE-58,N105L03M080,G100-GF-Y036-0103-MM-080,M.V ROOM 02,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M080,1,
489,ZONE-58,N105L03M081,G100-GF-Y036-0103-MM-081,M.V ROOM 02,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M081,1,
490,ZONE-58,N105L03M082,G100-GF-Y036-0103-MM-082,M.V ROOM 02,"GS-GD,GAS DISCHARGE",,,,,,N105L03M082,1,
491,ZONE-58,N105L03M083,G100-GF-Y036-0103-MM-083,M.V ROOM 02,"GS-T,TROUBLE",,,,,,N105L03M083,1,
492,ZONE-60,N105L03M084,G100-GF-Y036-0103-MM-084,TRX ROOM 01,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M084,1,
493,ZONE-60,N105L03M085,G100-GF-Y036-0103-MM-085,TRX ROOM 01,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M085,1,
494,ZONE-60,N105L03M086,G100-GF-Y036-0103-MM-086,TRX ROOM 01,"GS-GD,GAS DISCHARGE",,,,,,N105L03M086,1,
495,ZONE-60,N105L03M087,G100-GF-Y036-0103-MM-087,TRX ROOM 01,"GS-T,TROUBLE",,,,,,N105L03M087,1,
496,ZONE-62,N105L03M088,G100-GF-Y036-0103-MM-088,SUBSTATION 02,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M088,1,
497,ZONE-62,N105L03M089,G100-GF-Y036-0103-MM-089,SUBSTATION 02,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M089,1,
498,ZONE-62,N105L03M090,G100-GF-Y036-0103-MM-090,SUBSTATION 02,"GS-GD,GAS DISCHARGE",,,,,,N105L03M090,1,
499,ZONE-62,N105L03M091,G100-GF-Y036-0103-MM-091,SUBSTATION 02,"GS-T,TROUBLE",,,,,,N105L03M091,1,
500,ZONE-63,N105L03M094,G100-GF-Y036-0103-MM-094,SUBSTATION 01,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M094,1,
501,ZONE-63,N105L03M095,G100-GF-Y036-0103-MM-095,SUBSTATION 01,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M095,1,
502,ZONE-63,N105L03M096,G100-GF-Y036-0103-MM-096,SUBSTATION 01,"GS-GD,GAS DISCHARGE",,,,,,N105L03M096,1,
503,ZONE-63,N105L03M097,G100-GF-Y036-0103-MM-097,SUBSTATION 01,"GS-T,TROUBLE",,,,,,N105L03M097,1,
504,ZONE-61,N105L03M098,G100-GF-Y036-0103-MM-098,TRX ROOM 02,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M098,1,
505,ZONE-61,N105L03M099,G100-GF-Y036-0103-MM-099,TRX ROOM 02,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M099,1,
506,ZONE-61,N105L03M100,G100-GF-Y036-0103-MM-100,TRX ROOM 02,"GS-GD,GAS DISCHARGE",,,,,,N105L03M100,1,
507,ZONE-61,N105L03M101,G100-GF-Y036-0103-MM-101,TRX ROOM 02,"GS-T,TROUBLE",,,,,,N105L03M101,1,
508,ZONE-48,N105L03M102,G100-GF-Y036-0103-MM-102,TRX ROOM 04,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M102,1,
509,ZONE-48,N105L03M103,G100-GF-Y036-0103-MM-103,TRX ROOM 04,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M103,1,
510,ZONE-48,N105L03M104,G100-GF-Y036-0103-MM-104,TRX ROOM 04,"GS-GD,GAS DISCHARGE",,,,,,N105L03M104,1,
511,ZONE-48,N105L03M105,G100-GF-Y036-0103-MM-105,TRX ROOM 04,"GS-T,TROUBLE",,,,,,N105L03M105,1,
512,ZONE-47,N105L03M106,G100-GF-Y036-0103-MM-106,SUB STATION 04,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L03M106,1,
513,ZONE-47,N105L03M107,G100-GF-Y036-0103-MM-107,SUB STATION 04,"GS-Z2,STAGE 2 ALARM",,,,,,N105L03M107,1,
514,ZONE-47,N105L03M108,G100-GF-Y036-0103-MM-108,SUB STATION 04,"GS-GD,GAS DISCHARGE",,,,,,N105L03M108,1,
515,ZONE-47,N105L03M109,G100-GF-Y036-0103-MM-109,SUB STATION 04,"GS-T,TROUBLE",,,,,,N105L03M109,1,
516,ZONE-70,N105L04D001,G100-01-Y036-0104-SD-001,CIRCULATION,,,,,,,N105L04D001,1,
517,ZONE-70,N105L04D002,G100-01-Y036-0104-SD-002,CIRCULATION,,,,,,,N105L04D002,1,
518,ZONE-70,N105L04M001,G100-01-Y036-0104-RM-001,MEETING ROOM,,,,,,,N105L04M001,1,
519,ZONE-70,N105L04D003,G100-01-Y036-0104-SD-003,MEETING ROOM,,,,,,,N105L04D003,1,
520,ZONE-70,N105L04D004,G100-01-Y036-0104-SD-004,MEETING ROOM,,,,,,,N105L04D004,1,
521,ZONE-70,N105L04D005,G100-01-Y036-0104-SD-005,PILOT BRIEFING ROOM,,,,,,,N105L04D005,1,
522,ZONE-70,N105L04D006,G100-01-Y036-0104-SD-006,PILOT BRIEFING ROOM,,,,,,,N105L04D006,1,
523,ZONE-70,N105L04M002,G100-01-Y036-0104-RM-002,PILOT BRIEFING ROOM,,,,,,,N105L04M002,1,
524,ZONE-70,N105L04D007,G100-01-Y036-0104-SD-007,LIBRARY,,,,,,,N105L04D007,1,
525,ZONE-70,N105L04D008,G100-01-Y036-0104-SD-008,LIBRARY,,,,,,,N105L04D008,1,
526,ZONE-70,N105L04D009,G100-01-Y036-0104-SD-009,SPORTS AND FITNESS ROOM,,,,,,,N105L04D009,1,
527,ZONE-70,N105L04D010,G100-01-Y036-0104-SD-010,SPORTS AND FITNESS ROOM,,,,,,,N105L04D010,1,
528,ZONE-70,N105L04D011,G100-01-Y036-0104-SD-011,SPORTS AND FITNESS ROOM,,,,,,,N105L04D011,1,
529,ZONE-70,N105L04D012,G100-01-Y036-0104-SD-012,SPORTS AND FITNESS ROOM,,,,,,,N105L04D012,1,
530,ZONE-70,N105L04D014,G100-01-Y036-0104-SD-014,LUNCH ROOM,,,,,,,N105L04D014,1,
531,ZONE-70,N105L04D015,G100-01-Y036-0104-SD-015,LUNCH ROOM,,,,,,,N105L04D015,1,
532,ZONE-70,N105L04D016,G100-01-Y036-0104-SD-016,LUNCH ROOM,,,,,,,N105L04D016,1,
533,ZONE-70,N105L04D017,G100-01-Y036-0104-SD-017,LUNCH ROOM,,,,,,,N105L04D017,1,
534,ZONE-70,N105L04D018,G100-01-Y036-0104-SD-018,LUNCH ROOM,,,,,,,N105L04D018,1,
535,ZONE-70,N105L04D019,G100-01-Y036-0104-SD-019,LUNCH ROOM,,,,,,,N105L04D019,1,
536,ZONE-70,N105L04D020,G100-01-Y036-0104-SD-020,LUNCH ROOM,,,,,,,N105L04D020,1,
537,ZONE-70,N105L04D021,G100-01-Y036-0104-SD-021,LUNCH ROOM,,,,,,,N105L04D021,1,
538,ZONE-70,N105L04M013,G100-01-Y036-0104-MM-013,KITCHEN,,,,,,,N105L04M013,1,
539,ZONE-70,N105L04M014,G100-01-Y036-0104-MM-014,KITCHEN,,,,,,,N105L04M014,1,
540,ZONE-70,N105L04D022,G100-01-Y036-0104-SD-022,CIRCULATION,,,,,,,N105L04D022,1,
541,ZONE-70,N105L04D023,G100-01-Y036-0104-SD-023,CIRCULATION,,,,,,,N105L04D023,1,
542,ZONE-70,N105L04D024,G100-01-Y036-0104-SD-024,KITCHEN,,,,,,,N105L04D024,1,
543,ZONE-70,N105L04D025,G100-01-Y036-0104-HD-025,KITCHEN,,,,,,,N105L04D025,1,
544,ZONE-70,N105L04D026,G100-01-Y036-0104-SHD-026,KITCHEN,,,,,,,N105L04D026,1,
545,ZONE-13,N105L04D027,G100-01-Y036-0104-SHD-027,ELEVATOR 06,,,,,,,N105L04D027,1,
546,ZONE-13,N105L04M003,G100-01-Y036-0104-RM-003,ELEVATOR 06,,,,,,,N105L04M003,1,
547,ZONE-13,N105L04M004,G100-01-Y036-0104-RM-004,ELEVATOR 06,,,,,,,N105L04M004,1,
548,ZONE-70,N105L04M005,G100-01-Y036-0104-RM-005,MEETING ROOM,,,,,,,N105L04M005,1,
549,ZONE-70,N105L04D031,G100-01-Y036-0104-SD-031,CIRCULATION,,,,,,,N105L04D031,1,
550,ZONE-70,N105L04D032,G100-01-Y036-0104-SD-032,CIRCULATION,,,,,,,N105L04D032,1,
551,ZONE-70,N105L04D033,G100-01-Y036-0104-SD-033,MEETING ROOM,,,,,,,N105L04D033,1,
552,ZONE-70,N105L04D034,G100-01-Y036-0104-SD-034,MEETING ROOM,,,,,,,N105L04D034,1,
553,ZONE-70,N105L04D035,G100-01-Y036-0104-SD-035,VIP WAITING AREA,,,,,,,N105L04D035,1,
554,ZONE-70,N105L04D036,G100-01-Y036-0104-SD-036,VIP WAITING AREA,,,,,,,N105L04D036,1,
555,ZONE-70,N105L04D037,G100-01-Y036-0104-SD-037,CIRCULATION,,,,,,,N105L04D037,1,
556,ZONE-70,N105L04D038,G100-01-Y036-0104-SD-038,CIRCULATION,,,,,,,N105L04D038,1,
557,ZONE-70,N105L04D039,G100-01-Y036-0104-SD-039,ATC CRISIS CENTER,,,,,,,N105L04D039,1,
558,ZONE-70,N105L04D040,G100-01-Y036-0104-SD-040,ATC CRISIS CENTER,,,,,,,N105L04D040,1,
559,ZONE-70,N105L04D041,G100-01-Y036-0104-SD-041,ATC MANAGEMENT OFFICES,,,,,,,N105L04D041,1,
560,ZONE-70,N105L04D042,G100-01-Y036-0104-SD-042,ATC MANAGEMENT OFFICES,,,,,,,N105L04D042,1,
561,ZONE-70,N105L04D043,G100-01-Y036-0104-SD-043,CIRCULATION,,,,,,,N105L04D043,1,
562,ZONE-70,N105L04D044,G100-01-Y036-0104-SD-044,CIRCULATION,,,,,,,N105L04D044,1,
563,ZONE-70,N105L04D045,G100-01-Y036-0104-SD-045,ATC MANAGEMENT OFFICES,,,,,,,N105L04D045,1,
564,ZONE-70,N105L04D046,G100-01-Y036-0104-SD-046,ATC MANAGEMENT OFFICES,,,,,,,N105L04D046,1,
565,ZONE-70,N105L04D047,G100-01-Y036-0104-SD-047,ATC MANAGEMENT OFFICES,,,,,,,N105L04D047,1,
566,ZONE-70,N105L04D048,G100-01-Y036-0104-SD-048,ATC MANAGEMENT OFFICES,,,,,,,N105L04D048,1,
567,ZONE-70,N105L04D049,G100-01-Y036-0104-SD-049,CIRCULATION,,,,,,,N105L04D049,1,
568,ZONE-70,N105L04D050,G100-01-Y036-0104-SD-050,CIRCULATION,,,,,,,N105L04D050,1,
569,ZONE-70,N105L04M006,G100-01-Y036-0104-MP-006,CIRCULATION,,,,,,,N105L04M006,1,
570,ZONE-70,N105L04D051,G100-01-Y036-0104-SD-051,ATC MANAGEMENT OFFICES,,,,,,,N105L04D051,1,
571,ZONE-70,N105L04D052,G100-01-Y036-0104-SD-052,ATC MANAGEMENT OFFICES,,,,,,,N105L04D052,1,
572,ZONE-70,N105L04D053,G100-01-Y036-0104-SD-053,CIRCULATION,,,,,,,N105L04D053,1,
573,ZONE-70,N105L04D054,G100-01-Y036-0104-SD-054,CIRCULATION,,,,,,,N105L04D054,1,
574,ZONE-70,N105L04D055,G100-01-Y036-0104-SD-055,ATC MANAGEMENT OFFICES,,,,,,,N105L04D055,1,
575,ZONE-70,N105L04D056,G100-01-Y036-0104-SD-056,ATC MANAGEMENT OFFICES,,,,,,,N105L04D056,1,
576,ZONE-70,N105L04D057,G100-01-Y036-0104-SD-057,TRAINING ROOM,,,,,,,N105L04D057,1,
577,ZONE-70,N105L04D058,G100-01-Y036-0104-SD-058,TRAINING ROOM,,,,,,,N105L04D058,1,
578,ZONE-70,N105L04M015,G100-01-Y036-0104-RM-015,TRAINING ROOM,,,,,,,N105L04M015,1,
579,ZONE-70,N105L04D059,G100-01-Y036-0104-SD-059,CIRCULATION,,,,,,,N105L04D059,1,
580,ZONE-70,N105L04D060,G100-01-Y036-0104-SD-060,CIRCULATION,,,,,,,N105L04D060,1,
581,ZONE-70,N105L04D061,G100-01-Y036-0104-SD-061,OFFICE,,,,,,,N105L04D061,1,
582,ZONE-70,N105L04D062,G100-01-Y036-0104-SD-062,OFFICE,,,,,,,N105L04D062,1,
583,ZONE-70,N105L04D063,G100-01-Y036-0104-SD-063,PLANNING OFFICE,,,,,,,N105L04D063,1,
584,ZONE-70,N105L04D064,G100-01-Y036-0104-SD-064,PLANNING OFFICE,,,,,,,N105L04D064,1,
585,ZONE-70,N105L04D065,G100-01-Y036-0104-SD-065,ELEVATOR VESTIBULE,,,,,,,N105L04D065,1,
586,ZONE-70,N105L04D066,G100-01-Y036-0104-SD-066,ELEVATOR VESTIBULE,,,,,,,N105L04D066,1,
587,ZONE-70,N105L04D101,G100-01-Y036-0104-SD-101,APRON OPERATOR SUPERVISOR,,,,,,,N105L04D101,1,
588,ZONE-70,N105L04D028,G100-01-Y036-0104-SD-028,APRON OPERATOR SUPERVISOR,,,,,,,N105L04D028,1,
589,ZONE-70,N105L04D067,G100-01-Y036-0104-SD-067,APRON OPERATORS,,,,,,,N105L04D067,1,
590,ZONE-70,N105L04D068,G100-01-Y036-0104-SD-068,APRON OPERATORS,,,,,,,N105L04D068,1,
591,ZONE-70,N105L04M007,G100-01-Y036-0104-MP-007,CIRCULATION,,,,,,,N105L04M007,1,
592,ZONE-70,N105L04D069,G100-01-Y036-0104-SD-069,CIRCULATION,,,,,,,N105L04D069,1,
593,ZONE-70,N105L04D070,G100-01-Y036-0104-SD-070,CIRCULATION,,,,,,,N105L04D070,1,
594,ZONE-70,N105L04D029,G100-01-Y036-0104-SD-029,SECRTETERY OF ADMIN.MANAGER,,,,,,,N105L04D029,1,
595,ZONE-70,N105L04D030,G100-01-Y036-0104-SD-030,SECRTETERY OF ADMIN.MANAGER,,,,,,,N105L04D030,1,
596,ZONE-70,N105L04D071,G100-01-Y036-0104-SD-071,ADMIN.MANAGER ON DUTY,,,,,,,N105L04D071,1,
597,ZONE-70,N105L04D072,G100-01-Y036-0104-SD-072,ADMIN.MANAGER ON DUTY,,,,,,,N105L04D072,1,
598,ZONE-70,N105L04D099,G100-01-Y036-0104-SD-099,SECRETERY MANAGER OFFICE,,,,,,,N105L04D099,1,
599,ZONE-70,N105L04D100,G100-01-Y036-0104-SD-100,SECRETERY MANAGER OFFICE,,,,,,,N105L04D100,1,
600,ZONE-70,N105L04D073,G100-01-Y036-0104-SD-073,MANAGER OFFICE,,,,,,,N105L04D073,1,
601,ZONE-70,N105L04D074,G100-01-Y036-0104-SD-074,MANAGER OFFICE,,,,,,,N105L04D074,1,
602,ZONE-70,N105L04D075,G100-01-Y036-0104-SD-075,CIRCULATION,,,,,,,N105L04D075,1,
603,ZONE-70,N105L04D076,G100-01-Y036-0104-SD-076,CIRCULATION,,,,,,,N105L04D076,1,
604,ZONE-70,N105L04D077,G100-01-Y036-0104-SD-077,MEETING ROOM,,,,,,,N105L04D077,1,
605,ZONE-70,N105L04D078,G100-01-Y036-0104-SD-078,MEETING ROOM,,,,,,,N105L04D078,1,
606,ZONE-70,N105L04D079,G100-01-Y036-0104-SD-079,MEETING ROOM,,,,,,,N105L04D079,1,
607,ZONE-70,N105L04D080,G100-01-Y036-0104-SD-080,MEETING ROOM,,,,,,,N105L04D080,1,
608,ZONE-70,N105L04D081,G100-01-Y036-0104-SD-081,CIRCULATION,,,,,,,N105L04D081,1,
609,ZONE-70,N105L04D082,G100-01-Y036-0104-SD-082,CIRCULATION,,,,,,,N105L04D082,1,
610,ZONE-70,N105L04M016,G100-01-Y036-0104-RM-016,MEETING ROOM,,,,,,,N105L04M016,1,
611,ZONE-70,N105L04D104,G100-01-Y036-0104-SD-104,CLOSET,,,,,,,N105L04D104,1,
612,ZONE-70,N105L04D083,G100-01-Y036-0104-SD-083,ATC FLIGHT PLAN ROOM,,,,,,,N105L04D083,1,
613,ZONE-70,N105L04D084,G100-01-Y036-0104-SD-084,ATC FLIGHT PLAN ROOM,,,,,,,N105L04D084,1,
614,ZONE-70,N105L04D085,G100-01-Y036-0104-SD-085,MET BRIEFER OFFICE,,,,,,,N105L04D085,1,
615,ZONE-70,N105L04D086,G100-01-Y036-0104-SD-086,MET BRIEFER OFFICE,,,,,,,N105L04D086,1,
616,ZONE-70,N105L04D105,G100-01-Y036-0104-SD-105, ,,,,,,,N105L04D105,1,
617,ZONE-70,N105L04D087,G100-01-Y036-0104-SD-087,CIRCULATION,,,,,,,N105L04D087,1,
618,ZONE-70,N105L04D088,G100-01-Y036-0104-SD-088,CIRCULATION,,,,,,,N105L04D088,1,
619,ZONE-70,N105L04D103,G100-01-Y036-0104-SD-103,CLOSET,,,,,,,N105L04D103,1,
620,ZONE-70,N105L04D089,G100-01-Y036-0104-SD-089,MET SERVICE MANAGER,,,,,,,N105L04D089,1,
621,ZONE-70,N105L04D090,G100-01-Y036-0104-SD-090,MET SERVICE MANAGER,,,,,,,N105L04D090,1,
622,ZONE-70,N105L04D091,G100-01-Y036-0104-SD-091,MET WORKSHOP,,,,,,,N105L04D091,1,
623,ZONE-70,N105L04D092,G100-01-Y036-0104-SD-092,MET WORKSHOP,,,,,,,N105L04D092,1,
624,ZONE-70,N105L04D102,G100-01-Y036-0104-SD-102,CLOSET,,,,,,,N105L04D102,1,
625,ZONE-70,N105L04D093,G100-01-Y036-0104-SD-093,CIRCULATION,,,,,,,N105L04D093,1,
626,ZONE-70,N105L04D094,G100-01-Y036-0104-SD-094,CIRCULATION,,,,,,,N105L04D094,1,
627,ZONE-70,N105L04M008,G100-01-Y036-0104-MP-008,CIRCULATION,,,,,,,N105L04M008,1,
628,ZONE-70,N105L04D095,G100-01-Y036-0104-SD-095,CIRCULATION,,,,,,,N105L04D095,1,
629,ZONE-70,N105L04D096,G100-01-Y036-0104-SD-096,CIRCULATION,,,,,,,N105L04D096,1,
630,ZONE-67,N105L04M009,G100-01-Y036-0104-MM-009,SDB 01,,,,,,,N105L04M009,1,
631,ZONE-67,N105L04D013,G100-01-Y036-0104-SD-013,SDB 01,,,,,,,N105L04D013,1,
632,ZONE-70,N105L04D097,G100-01-Y036-0104-SD-097,MET FORCAST ROOM,,,,,,,N105L04D097,1,
633,ZONE-70,N105L04D098,G100-01-Y036-0104-SD-098,MET FORCAST ROOM,,,,,,,N105L04D098,1,
634,ZONE-70,N105L05D001,G100-01-Y036-0105-SD-001,CIRCULATION,,,,,,,N105L05D001,1,
635,ZONE-70,N105L05D002,G100-01-Y036-0105-SD-002,CIRCULATION,,,,,,,N105L05D002,1,
636,ZONE-70,N105L05D003,G100-01-Y036-0105-SD-003,CIRCULATION,,,,,,,N105L05D003,1,
637,ZONE-70,N105L05D004,G100-01-Y036-0105-SD-004,CIRCULATION,,,,,,,N105L05D004,1,
638,ZONE-70,N105L05D005,G100-01-Y036-0105-SD-005,CIRCULATION,,,,,,,N105L05D005,1,
639,ZONE-70,N105L05D006,G100-01-Y036-0105-SD-006,CIRCULATION,,,,,,,N105L05D006,1,
