"ATC-ALL FLOOR-PANEL-1 - LOOPS 1,2,3,4,5,6,7"|G100,,,,,,,,,,,,,
ADDRESS ID,AREA ID,ADDRESS,ADDRESS LABEL,ADDRESS LABEL,GAS STAGES,,,,,,,,
865,ZONE-06-90,N105L06M050,G100-06-Y036-0106-CM-050,MAINTENANCE,,,,,,,N105L06M050,1,
866,ZONE-06-90,N105L06M051,G100-06-Y036-0106-MMM-051,MAINTENANCE,,,,,,,N105L06M051,1,
867,ZONE-06-90,N105L06M053,G100-06-Y036-0106-MP-053,CIRCULATION 01,,,,,,,N105L06M053,1,
868,ZONE-06-90,N105L06D044,G100-06-Y036-0106-SD-044,CIRCULATION 01,,,,,,,N105L06D044,1,
869,ZONE-06-90,N105L06D045,G100-06-Y036-0106-SD-045,CIRCULATION 01,,,,,,,N105L06D045,1,
870,ZONE-06.1-02,N105L06D046,G100-06.1-Y036-0106-SD-046,ELECTRICAL SHAFT,,,,,,,N105L06D046,1,
871,ZONE-06.1-91,N105L06D047,G100-06.1-Y036-0106-SD-047,CIRCULATION 02,,,,,,,N105L06D047,1,
872,ZONE-06.1-91,N105L06D048,G100-06.1-Y036-0106-SD-048,CIRCULATION 02,,,,,,,N105L06D048,1,
873,ZONE-06.1-91,N105L06M054,G100-06.1-Y036-0106-RM-054,CIRCULATION 02,,,,,,,N105L06M054,1,
874,ZONE-06.1-09,N105L06M055,G100-06.1-Y036-0106-MM-055,STAIRS 01,,,,,,,N105L06M055,1,
875,ZONE-06.1-09,N105L06M056,G100-06.1-Y036-0106-MM-056,STAIRS 01,,,,,,,N105L06M056,1,
876,ZONE-06.1-09,N105L06D049,G100-06.1-Y036-0106-SD-049,STAIRS 01,,,,,,,N105L06D049,1,
877,ZONE-06.1-92,N105L06M057,G100-06.1-Y036-0106-MP-057,CIRCULATION 01,,,,,,,N105L06M057,1,
878,ZONE-06.1-92,N105L06D050,G100-06.1-Y036-0106-SD-050,CIRCULATION 01,,,,,,,N105L06D050,1,
879,ZONE-06.1-92,N105L06D051,G100-06.1-Y036-0106-SD-051,CIRCULATION 01,,,,,,,N105L06D051,1,
880,ZONE-06.2-02,N105L06D052,G100-06.2-Y036-0106-SD-052,ELECTRICAL SHAFT,,,,,,,N105L06D052,1,
881,ZONE-06.2-93,N105L06D053,G100-06.2-Y036-0106-SD-053,CIRCULATION 02,,,,,,,N105L06D053,1,
882,ZONE-06.2-93,N105L06D054,G100-06.2-Y036-0106-SD-054,CIRCULATION 02,,,,,,,N105L06D054,1,
883,ZONE-06.2-93,N105L06M058,G100-06.2-Y036-0106-RM-058,CIRCULATION 02,,,,,,,N105L06M058,1,
884,ZONE-06.2-09,N105L06M059,G100-06.2-Y036-0106-MM-059,STAIRS 01,,,,,,,N105L06M059,1,
885,ZONE-06.2-09,N105L06M060,G100-06.2-Y036-0106-MM-060,STAIRS 01,,,,,,,N105L06M060,1,
886,ZONE-06.2-09,N105L06D055,G100-06.2-Y036-0106-SD-055,STAIRS 01,,,,,,,N105L06D055,1,
887,ZONE-06.2-90,N105L06D056,G100-06.2-Y036-0106-SHD-056,HVAC ROOM,,,,,,,N105L06D056,1,
888,ZONE-06.2-94,N105L06M061,G100-06.2-Y036-0106-MP-061,CIRCULATION 01,,,,,,,N105L06M061,1,
889,ZONE-06.2-94,N105L06D057,G100-06.2-Y036-0106-SD-057,CIRCULATION 01,,,,,,,N105L06D057,1,
890,ZONE-06.2-94,N105L06D058,G100-06.2-Y036-0106-SD-058,CIRCULATION 01,,,,,,,N105L06D058,1,
891,ZONE-07-02,N105L06D059,G100-07-Y036-0106-SD-059,ELECTRICAL SHAFT,,,,,,,N105L06D059,1,
892,ZONE-07-95,N105L06D060,G100-07-Y036-0106-SD-060,CIRCULATION 02,,,,,,,N105L06D060,1,
893,ZONE-07-95,N105L06D061,G100-07-Y036-0106-SD-061,CIRCULATION 02,,,,,,,N105L06D061,1,
894,ZONE-07-95,N105L06M062,G100-07-Y036-0106-RM-062,CIRCULATION 02,,,,,,,N105L06M062,1,
895,ZONE-07-09,N105L06M063,G100-07-Y036-0106-MM-063,STAIRS 01,,,,,,,N105L06M063,1,
896,ZONE-07-09,N105L06M064,G100-07-Y036-0106-MM-064,STAIRS 01,,,,,,,N105L06M064,1,
897,ZONE-07-09,N105L06D062,G100-07-Y036-0106-SD-062,STAIRS 01,,,,,,,N105L06D062,1,
898,ZONE-07-96,N105L06M065,G100-07-Y036-0106-RM-065,MAINTENANCE,,,,,,,N105L06M065,1,
899,ZONE-07-96,N105L06M066,G100-07-Y036-0106-MP-066,CIRCULATION 01,,,,,,,N105L06M066,1,
900,ZONE-07-96,N105L06D063,G100-07-Y036-0106-SD-063,CIRCULATION 01,,,,,,,N105L06D063,1,
901,ZONE-07-96,N105L06D064,G100-07-Y036-0106-SD-064,CIRCULATION 01,,,,,,,N105L06D064,1,
902,ZONE-07.1-02,N105L06D065,G100-07.1-Y036-0106-SD-065,ELECTRICAL SHAFT,,,,,,,N105L06D065,1,
903,ZONE-07.1-97,N105L06D066,G100-07.1-Y036-0106-SD-066,CIRCULATION 02,,,,,,,N105L06D066,1,
904,ZONE-07.1-97,N105L06D067,G100-07.1-Y036-0106-SD-067,CIRCULATION 02,,,,,,,N105L06D067,1,
905,ZONE-07.1-97,N105L06M067,G100-07.1-Y036-0106-RM-067,ICT/SAS SHAFT,,,,,,,N105L06M067,1,
906,ZONE-07.1-09,N105L06M068,G100-07.1-Y036-0106-MM-068,STAIRS 01,,,,,,,N105L06M068,1,
907,ZONE-07.1-09,N105L06M069,G100-07.1-Y036-0106-MM-069,STAIRS 01,,,,,,,N105L06M069,1,
908,ZONE-07.1-09,N105L06D068,G100-07.1-Y036-0106-SD-068,STAIRS 01,,,,,,,N105L06D068,1,
909,ZONE-07.1-98,N105L06M070,G100-07.1-Y036-0106-MP-070,CIRCULATION 01,,,,,,,N105L06D070,1,
910,ZONE-07.1-98,N105L06D069,G100-07.1-Y036-0106-SD-069,CIRCULATION 01,,,,,,,N105L06D069,1,
911,ZONE-07.1-98,N105L06D070,G100-07.1-Y036-0106-SD-070,CIRCULATION 01,,,,,,,N105L06D070,1,
912,ZONE-07.2-02,N105L06D071,G100-07.2-Y036-0106-SD-071,ELECTRICAL SHAFT,,,,,,,N105L06D071,1,
913,ZONE-07.2-99,N105L06D072,G100-07.2-Y036-0106-SD-072,CIRCULATION 02,,,,,,,N105L06D072,1,
914,ZONE-07.2-99,N105L06D073,G100-07.2-Y036-0106-SD-073,CIRCULATION 02,,,,,,,N105L06D073,1,
915,ZONE-07.2-99,N105L06M071,G100-07.2-Y036-0106-RM-071,CIRCULATION 02,,,,,,,N105L06M071,1,
916,ZONE-07.2-09,N105L06M072,G100-07.2-Y036-0106-MM-072,STAIRS 01,,,,,,,N105L06M072,1,
917,ZONE-07.2-09,N105L06M073,G100-07.2-Y036-0106-MM-073,STAIRS 01,,,,,,,N105L06M073,1,
918,ZONE-07.2-09,N105L06D074,G100-07.2-Y036-0106-SD-074,STAIRS 01,,,,,,,N105L06D074,1,
919,ZONE-07.2-96,N105L06D075,G100-07.2-Y036-0106-SHD-075,HVAC ROOM,,,,,,,N105L06D075,1,
920,ZONE-07.2-100,N105L06M074,G100-07.2-Y036-0106-MP-074,CIRCULATION 01,,,,,,,N105L06M074,1,
921,ZONE-07.2-100,N105L06D076,G100-07.2-Y036-0106-SD-076,CIRCULATION 01,,,,,,,N105L06D076,1,
922,ZONE-07.2-100,N105L06D077,G100-07.2-Y036-0106-SD-077,CIRCULATION 01,,,,,,,N105L06D077,1,
923,ZONE-08-02,N105L06D078,G100-08-Y036-0106-SD-078,ELECTRICAL SHAFT,,,,,,,N105L06D078,1,
924,ZONE-08-102,N105L06D079,G100-08-Y036-0106-SD-079,CIRCULATION 02,,,,,,,N105L06D079,1,
925,ZONE-08-102,N105L06D080,G100-08-Y036-0106-SD-080,CIRCULATION 02,,,,,,,N105L06D080,1,
926,ZONE-08-102,N105L06M075,G100-08-Y036-0106-RM-075,CIRCULATION 02,,,,,,,N105L06M075,1,
927,ZONE-08-09,N105L06M076,G100-08-Y036-0106-MM-076,STAIRS 01,,,,,,,N105L06M076,1,
928,ZONE-08-09,N105L06M077,G100-08-Y036-0106-MM-077,STAIRS 01,,,,,,,N105L06M077,1,
929,ZONE-08-09,N105L06D081,G100-08-Y036-0106-SD-081,STAIRS 01,,,,,,,N105L06D081,1,
930,ZONE-08-101,N105L06M078,G100-08-Y036-0106-RM-078,MAINTENANCE,,,,,,,N105L06M078,1,
931,ZONE-08-103,N105L06M079,G100-08-Y036-0106-RM-079,CIRCULATION 01,,,,,,,N105L06M079,1,
932,ZONE-08-103,N105L06M081,G100-08-Y036-0106-MP-081,CIRCULATION 01,,,,,,,N105L06M081,1,
933,ZONE-08-103,N105L06D082,G100-08-Y036-0106-SD-082,CIRCULATION 01,,,,,,,N105L06D082,1,
934,ZONE-08-103,N105L06D083,G100-08-Y036-0106-SD-083,CIRCULATION 01,,,,,,,N105L06D083,1,
935,ZONE-08.1-02,N105L06D084,G100-08.1-Y036-0106-SD-084,ELECTRICAL SHAFT,,,,,,,N105L06D084,1,
936,ZONE-08.1-104,N105L06D085,G100-08.1-Y036-0106-SD-085,CIRCULATION 02,,,,,,,N105L06D085,1,
937,ZONE-08.1-104,N105L06D086,G100-08.1-Y036-0106-SD-086,CIRCULATION 02,,,,,,,N105L06D086,1,
938,ZONE-08.1-104,N105L06M082,G100-08.1-Y036-0106-RM-082,CIRCULATION 02,,,,,,,N105L06M082,1,
939,ZONE-08.1-09,N105L06M083,G100-08.1-Y036-0106-MM-083,STAIRS 01,,,,,,,N105L06M083,1,
940,ZONE-08.1-09,N105L06M084,G100-08.1-Y036-0106-MM-084,STAIRS 01,,,,,,,N105L06M084,1,
941,ZONE-08.1-09,N105L06D087,G100-08.1-Y036-0106-SD-087,STAIRS 01,,,,,,,N105L06D087,1,
942,ZONE-08.1-105,N105L06M085,G100-08.1-Y036-0106-MP-085,CIRCULATION 01,,,,,,,N105L06M085,1,
943,ZONE-08.1-105,N105L06D088,G100-08.1-Y036-0106-SD-088,CIRCULATION 01,,,,,,,N105L06D088,1,
944,ZONE-08.1-105,N105L06D089,G100-08.1-Y036-0106-SD-089,CIRCULATION 01,,,,,,,N105L06D089,1,
945,ZONE-08.2-02,N105L06D090,G100-08.2-Y036-0106-SD-090,ELECTRICAL SHAFT,,,,,,,N105L06D090,1,
946,ZONE-08.2-106,N105L06D091,G100-08.2-Y036-0106-SD-091,CIRCULATION 02,,,,,,,N105L06D091,1,
947,ZONE-08.2-106,N105L06D092,G100-08.2-Y036-0106-SD-092,CIRCULATION 02,,,,,,,N105L06D092,1,
948,ZONE-08.2-106,N105L06M086,G100-08.2-Y036-0106-RM-086,CIRCULATION 02,,,,,,,N105L06M086,1,
949,ZONE-08.2-09,N105L06M087,G100-08.2-Y036-0106-MM-087,STAIRS 01,,,,,,,N105L06M087,1,
950,ZONE-08.2-09,N105L06M088,G100-08.2-Y036-0106-MM-088,STAIRS 01,,,,,,,N105L06M088,1,
951,ZONE-08.2-09,N105L06D093,G100-08.2-Y036-0106-SD-093,STAIRS 01,,,,,,,N105L06D093,1,
952,ZONE-08.2-101,N105L06D094,G100-08.2-Y036-0106-SHD-094,HVAC ROOM,,,,,,,N105L06D094,1,
953,ZONE-08.2-107,N105L06M089,G100-08.2-Y036-0106-MP-089,CIRCULATION 01,,,,,,,N105L06M089,1,
954,ZONE-08.2-107,N105L06D095,G100-08.2-Y036-0106-SD-095,CIRCULATION 01,,,,,,,N105L06D095,1,
955,ZONE-08.2-107,N105L06D096,G100-08.2-Y036-0106-SD-096,CIRCULATION 01,,,,,,,N105L06D096,1,
956,ZONE-09-02,N105L06D097,G100-09-Y036-0106-SD-097,ELECTRICAL SHAFT,,,,,,,N105L06D097,1,
957,ZONE-09-109,N105L06D098,G100-09-Y036-0106-SD-098,CIRCULATION 02,,,,,,,N105L06D098,1,
958,ZONE-09-109,N105L06D099,G100-09-Y036-0106-SD-099,CIRCULATION 02,,,,,,,N105L06D099,1,
959,ZONE-09-109,N105L06M090,G100-09-Y036-0106-RM-090,CIRCULATION 02,,,,,,,N105L06M090,1,
960,ZONE-09-09,N105L06M091,G100-09-Y036-0106-MM-091,STAIRS ,,,,,,,N105L06M091,1,
961,ZONE-09-09,N105L06M092,G100-09-Y036-0106-MM-092,STAIRS ,,,,,,,N105L06M092,1,
962,ZONE-09-09,N105L06D100,G100-09-Y036-0106-SD-100,STAIRS ,,,,,,,N105L06D100,1,
963,ZONE-09-108,N105L06M093,G100-09-Y036-0106-RM-093,HVAC ROOM,,,,,,,N105L06M093,1,
964,ZONE-09-108,N105L06D101,G100-09-Y036-0106-SHD-101,HVAC ROOM,,,,,,,N105L06D101,1,
965,ZONE-09-108,N105L06D102,G100-09-Y036-0106-DSD-102,HVAC ROOM,,,,,,,N105L06D102,1,
966,ZONE-09-108,N105L06M094,G100-09-Y036-0106-RM-094,HVAC ROOM,,,,,,,N105L06M094,1,
967,ZONE-09-108,N105L06M106,G100-09-Y036-0106-RM-106,HVAC ROOM,,,,,,,N105L06M106,1,
968,ZONE-09-108,N105L06M107,G100-09-Y036-0106-RM-107,HVAC ROOM,,,,,,,N105L06M107,1,
969,ZONE-09-110,N105L06M095,G100-09-Y036-0106-MP-095,CIRCULATION 01,,,,,,,N105L06M095,1,
970,ZONE-09-110,N105L06D103,G100-09-Y036-0106-SD-103,CIRCULATION 01,,,,,,,N105L06D103,1,
971,ZONE-09-110,N105L06D104,G100-09-Y036-0106-SD-104,CIRCULATION 01,,,,,,,N105L06D104,1,
972,ZONE-09.1-02,N105L06D105,G100-09.1-Y036-0106-SD-105,ELECTRICAL SHAFT,,,,,,,N105L06D105,1,
973,ZONE-09.1-111,N105L06D106,G100-09.1-Y036-0106-SD-106,CIRCULATION 02,,,,,,,N105L06D106,1,
974,ZONE-09.1-111,N105L06D107,G100-09.1-Y036-0106-SD-107,CIRCULATION 02,,,,,,,N105L06D107,1,
975,ZONE-09.1-111,N105L06M096,G100-09.1-Y036-0106-RM-096,CIRCULATION 02,,,,,,,N105L06M096,1,
976,ZONE-09.1-09,N105L06M097,G100-09.1-Y036-0106-MM-097,STAIRS 01,,,,,,,N105L06M097,1,
977,ZONE-09.1-09,N105L06M098,G100-09.1-Y036-0106-MM-098,STAIRS 01,,,,,,,N105L06M098,1,
978,ZONE-09.1-09,N105L06D108,G100-09.1-Y036-0106-SD-108,STAIRS 01,,,,,,,N105L06D108,1,
979,ZONE-09.1-108,N105L06M099,G100-09.1-Y036-0106-MM-099,RADIO ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L06M099,1,
980,ZONE-09.1-108,N105L06M100,G100-09.1-Y036-0106-MM-100,RADIO ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L06M100,1,
981,ZONE-09.1-108,N105L06M101,G100-09.1-Y036-0106-MM-101,RADIO ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L06M101,1,
982,ZONE-09.1-108,N105L06M102,G100-09.1-Y036-0106-MM-102,RADIO ROOM,"GS-T,TROUBLE",,,,,,N105L06M102,1,
983,ZONE-09.1-112,N105L06M103,G100-09.1-Y036-0106-MP-103,CIRCULATION 01,,,,,,,N105L06M103,1,
984,ZONE-09.1-112,N105L06D109,G100-09.1-Y036-0106-SD-109,CIRCULATION 01,,,,,,,N105L06D109,1,
985,ZONE-09.1-112,N105L06D110,G100-09.1-Y036-0106-SD-110,CIRCULATION 01,,,,,,,N105L06D110,1,
986,ZONE-10-02,N105L07D001,G100-10-Y036-0107-SD-001,ELECTRICAL SHAFT,,,,,,,N105L07D001,1,
987,ZONE-10-114,N105L07D002,G100-10-Y036-0107-SD-002,CIRCULATION 02,,,,,,,N105L07D002,1,
988,ZONE-10-114,N105L07D003,G100-10-Y036-0107-SD-003,CIRCULATION 02,,,,,,,N105L07D003,1,
989,ZONE-10-114,N105L07M001,G100-10-Y036-0107-RM-001,CIRCULATION 02,,,,,,,N105L07M001,1,
990,ZONE-10-09,N105L07M002,G100-10-Y036-0107-MM-002,STAIRS 01,,,,,,,N105L07M002,1,
991,ZONE-10-09,N105L07M003,G100-10-Y036-0107-MM-003,STAIRS 01,,,,,,,N105L07M003,1,
992,ZONE-10-09,N105L07D004,G100-10-Y036-0107-SD-004,STAIRS 01,,,,,,,N105L07D004,1,
993,ZONE-10-113,N105L07M004,G100-10-Y036-0107-RM-004,HVAC ROOM,,,,,,,N105L07M004,1,
994,ZONE-10-113,N105L07D005,G100-10-Y036-0107-SHD-005,HVAC ROOM,,,,,,,N105L07D005,1,
995,ZONE-10-113,N105L07D006,G100-10-Y036-0107-DSD-006,HVAC ROOM,,,,,,,N105L07D006,1,
996,ZONE-10-113,N105L07M005,G100-10-Y036-0107-RM-005,HVAC ROOM,,,,,,,N105L07M005,1,
997,ZONE-10-113,N105L07M087,G100-10-Y036-0107-RM-087,HVAC ROOM,,,,,,,N105L07M087,1,
998,ZONE-10-113,N105L07M088,G100-10-Y036-0107-RM-088,HVAC ROOM,,,,,,,N105L07M088,1,
999,ZONE-10-115,N105L07M006,G100-10-Y036-0107-MP-006,CIRCULATION 01,,,,,,,N105L07M006,1,
1000,ZONE-10-115,N105L07D007,G100-10-Y036-0107-SD-007,CIRCULATION 01,,,,,,,N105L07D007,1,
1001,ZONE-10-115,N105L07D008,G100-10-Y036-0107-SD-008,CIRCULATION 01,,,,,,,N105L07D008,1,
1002,ZONE-10.1-02,N105L07D009,G100-10.1-Y036-0107-SD-009,ELECTRICAL SHAFT,,,,,,,N105L07D009,1,
1003,ZONE-10.1-116,N105L07D010,G100-10.1-Y036-0107-SD-010,CIRCULATION 02,,,,,,,N105L07D010,1,
1004,ZONE-10.1-116,N105L07D011,G100-10.1-Y036-0107-SD-011,CIRCULATION 02,,,,,,,N105L07D011,1,
1005,ZONE-10.1-116,N105L07M007,G100-10.1-Y036-0107-RM-007,CIRCULATION 02,,,,,,,N105L07M007,1,
1006,ZONE-10.1-09,N105L07M008,G100-10.1-Y036-0107-MM-008,STAIRS 01,,,,,,,N105L07M008,1,
1007,ZONE-10.1-09,N105L07M009,G100-10.1-Y036-0107-MM-009,STAIRS 01,,,,,,,N105L07M009,1,
1008,ZONE-10.1-09,N105L07D012,G100-10.1-Y036-0107-SD-012,STAIRS 01,,,,,,,N105L07D012,1,
1009,ZONE-10.1-113,N105L07D111,G100-10.1-Y036-0107-LSD-111,ANS ROOM,,,,,,,N105L07D111,1,
1010,ZONE-10.1-113,N105L07M010,G100-10.1-Y036-0107-MM-010,ANS ROOM,"GS-Z1 ,STAGE 1 ALARM",,,,,,N105L07M010,1,
1011,ZONE-10.1-113,N105L07M011,G100-10.1-Y036-0107-MM-011,ANS ROOM,"GS-Z2,STAGE 2 ALARM",,,,,,N105L07M011,1,
1012,ZONE-10.1-113,N105L07M012,G100-10.1-Y036-0107-MM-012,ANS ROOM,"GS-GD,GAS DISCHARGE",,,,,,N105L07M012,1,
1013,ZONE-10.1-113,N105L07M013,G100-10.1-Y036-0107-MM-013,ANS ROOM,"GS-T,TROUBLE",,,,,,N105L07M013,1,
1014,ZONE-10.1-117,N105L07M014,G100-10.1-Y036-0107-MP-014,CIRCULATION 01,,,,,,,N105L07M014,1,
1015,ZONE-10.1-117,N105L07D013,G100-10.1-Y036-0107-SD-013,CIRCULATION 01,,,,,,,N105L07D013,1,
1016,ZONE-10.1-117,N105L07D014,G100-10.1-Y036-0107-SD-014,CIRCULATION 01,,,,,,,N105L07D014,1,
1017,ZONE-11-02,N105L07D015,G100-11-Y036-0107-SD-015,ELECTRICAL SHAFT,,,,,,,N105L07D015,1,
1018,ZONE-11-118,N105L07D016,G100-11-Y036-0107-SD-016,CIRCULATION 02,,,,,,,N105L07D016,1,
1019,ZONE-11-118,N105L07D017,G100-11-Y036-0107-SD-017,CIRCULATION 02,,,,,,,N105L07D017,1,
1020,ZONE-11-118,N105L07M015,G100-11-Y036-0107-RM-015,CIRCULATION 02,,,,,,,N105L07M015,1,
1021,ZONE-11-09,N105L07M016,G100-11-Y036-0107-MM-016,STAIRS 01,,,,,,,N105L07M016,1,
1022,ZONE-11-09,N105L07M017,G100-11-Y036-0107-MM-017,STAIRS 01,,,,,,,N105L07M017,1,
1023,ZONE-11-09,N105L07D018,G100-11-Y036-0107-SD-018,STAIRS 01,,,,,,,N105L07D018,1,
1024,ZONE-11-118,N105L07M018,G100-11-Y036-0107-RM-018,HVAC ROOM,,,,,,,N105L07M018,1,
1025,ZONE-11-118,N105L07M019,G100-11-Y036-0107-RM-019,HVAC ROOM,,,,,,,N105L07M019,1,
1026,ZONE-11-118,N105L07M089,G100-11-Y036-0107-RM-089,HVAC ROOM,,,,,,,N105L07M089,1,
1027,ZONE-11-118,N105L07M090,G100-11-Y036-0107-RM-090,HVAC ROOM,,,,,,,N105L07M090,1,
1028,ZONE-11-119,N105L07M020,G100-11-Y036-0107-MP-020,CIRCULATION 01,,,,,,,N105L07M020,1,
1029,ZONE-11-119,N105L07D021,G100-11-Y036-0107-SD-021,CIRCULATION 01,,,,,,,N105L07D021,1,
1030,ZONE-11-119,N105L07D022,G100-11-Y036-0107-SD-022,CIRCULATION 01,,,,,,,N105L07D022,1,
1031,ZONE-11.1-122,N105L07D095,G100-11.1-Y036-0107-SD-095,ELEVATOR MECH.  ROOM,,,,,,,N105L07D095,1,
1032,ZONE-11.1-122,N105L07D096,G100-11.1-Y036-0107-SD-096,ELEVATOR MECH.  ROOM,,,,,,,N105L07D096,1,
1033,ZONE-11.1-122,N105L07M021,G100-11.1-Y036-0107-RM-021,ELEVATOR MECH.  ROOM,,,,,,,N105L07M021,1,
1034,ZONE-11.1-09,N105L07M025,G100-11.1-Y036-0107-MM-025,STAIRS 01,,,,,,,N105L07M025,1,
1035,ZONE-11.1-09,N105L07M026,G100-11.1-Y036-0107-MM-026,STAIRS 01,,,,,,,N105L07M026,1,
1036,ZONE-11.1-09,N105L07D023,G100-11.1-Y036-0107-SD-023,STAIRS 01,,,,,,,N105L07D023,1,
1037,ZONE-11.1-120,N105L07D019,G100-11.1-Y036-0107-SHD-019,-,,,,,,,N105L07D019,1,
1038,ZONE-11.1-121,N105L07M027,G100-11.1-Y036-0107-MP-027,CIRCULATION 01,,,,,,,N105L07M027,1,
1039,ZONE-11.1-121,N105L07D024,G100-11.1-Y036-0107-SD-024,CIRCULATION 01,,,,,,,N105L07D024,1,
1040,ZONE-11.1-121,N105L07D025,G100-11.1-Y036-0107-SD-025,CIRCULATION 01,,,,,,,N105L07D025,1,
1041,ZONE-12-02,N105L07D026,G100-12-Y036-0107-SD-026,ELECTRICAL SHAFT,,,,,,,N105L07D026,1,
1042,ZONE-12-124,N105L07D027,G100-12-Y036-0107-SD-027,CIRCULATION 02,,,,,,,N105L07D027,1,
1043,ZONE-12-124,N105L07D028,G100-12-Y036-0107-SD-028,CIRCULATION 02,,,,,,,N105L07D028,1,
1044,ZONE-12-124,N105L07M028,G100-12-Y036-0107-RM-028,CIRCULATION 02,,,,,,,N105L07M028,1,
1045,ZONE-12-09,N105L07M029,G100-12-Y036-0107-MM-029,STAIRS,,,,,,,N105L07M029,1,
1046,ZONE-12-09,N105L07M030,G100-12-Y036-0107-MM-030,STAIRS,,,,,,,N105L07M030,1,
1047,ZONE-12-09,N105L07D029,G100-12-Y036-0107-SD-029,STAIRS,,,,,,,N105L07D029,1,
1048,ZONE-12-125,N105L07M031,G100-12-Y036-0107-RM-031,HVAC ROOM,,,,,,,N105L07M031,1,
1049,ZONE-12-125,N105L07M032,G100-12-Y036-0107-RM-032,HVAC ROOM,,,,,,,N105L07M032,1,
1050,ZONE-12-125,N105L07M033,G100-12-Y036-0107-RM-033,HVAC ROOM,,,,,,,N105L07M033,1,
1051,ZONE-12-125,N105L07M034,G100-12-Y036-0107-RM-034,HVAC ROOM,,,,,,,N105L07M034,1,
1052,ZONE-12-123,N105L07M037,G100-12-Y036-0107-MP-037,CIRCULATION 01,,,,,,,N105L07M037,1,
1053,ZONE-12-123,N105L07D031,G100-12-Y036-0107-SD-031,CIRCULATION 01,,,,,,,N105L07D031,1,
1054,ZONE-12-123,N105L07D032,G100-12-Y036-0107-SD-032,CIRCULATION 01,,,,,,,N105L07D032,1,
1055,ZONE-12-126,N105L07D097,G100-12.1-Y036-0107-SD-097,ELEVATOR MECH. ROOM,,,,,,,N105L07D097,1,
1056,ZONE-12-126,N105L07M041,G100-12.1-Y036-0107-RM-041,ELEVATOR MECH. ROOM,,,,,,,N105L07M041,1,
1057,ZONE-12.1-09,N105L07M042,G100-12.1-Y036-0107-MM-042,STAIRS 01,,,,,,,N105L07M042,1,
1058,ZONE-12.1-09,N105L07M043,G100-12.1-Y036-0107-MM-043,STAIRS 01,,,,,,,N105L07M043,1,
1059,ZONE-12.1-09,N105L07D033,G100-12.1-Y036-0107-SD-033,STAIRS 01,,,,,,,N105L07D033,1,
1060,ZONE-12.1-127,N105L07M044,G100-12.1-Y036-0107-MP-044,CIRCULATION 01,,,,,,,N105L07M044,1,
1061,ZONE-12.1-127,N105L07D034,G100-12.1-Y036-0107-SD-034,CIRCULATION 01,,,,,,,N105L07D034,1,
1062,ZONE-12.1-127,N105L07D035,G100-12.1-Y036-0107-SD-035,CIRCULATION 01,,,,,,,N105L07D035,1,
1063,ZONE-13-02,N105L07D036,G100-13-Y036-0107-SD-036,ELECTRICAL SHAFT,,,,,,,N105L07D036,1,
1064,ZONE-13-128,N105L07D037,G100-13-Y036-0107-SD-037,CIRCULATION 02,,,,,,,N105L07D037,1,
1065,ZONE-13-128,N105L07D038,G100-13-Y036-0107-SD-038,CIRCULATION 02,,,,,,,N105L07D038,1,
1066,ZONE-13-128,N105L07M045,G100-13-Y036-0107-RM-045,CIRCULATION 02,,,,,,,N105L07M045,1,
1067,ZONE-13-09,N105L07M046,G100-13-Y036-0107-MM-046,STAIRS,,,,,,,N105L07M046,1,
1068,ZONE-13-09,N105L07M047,G100-13-Y036-0107-MM-047,STAIRS,,,,,,,N105L07M047,1,
1069,ZONE-13-09,N105L07D039,G100-13-Y036-0107-SD-039,STAIRS,,,,,,,N105L07D039,1,
1070,ZONE-13-130,N105L07M048,G100-13-Y036-0107-RM-048,HVAC ROOM,,,,,,,N105L07M048,1,
1071,ZONE-13-130,N105L07D040,G100-13-Y036-0107-SHD-040,HVAC ROOM,,,,,,,N105L07D040,1,
1072,ZONE-13-130,N105L07D041,G100-13-Y036-0107-DSD-041,HVAC ROOM,,,,,,,N105L07D041,1,
1073,ZONE-13-130,N105L07M049,G100-13-Y036-0107-RM-049,HVAC ROOM,,,,,,,N105L07M049,1,
1074,ZONE-13-130,N105L07M091,G100-13-Y036-0107-RM-091,HVAC ROOM,,,,,,,N105L07M091,1,
1075,ZONE-13-130,N105L07M092,G100-13-Y036-0107-RM-092,HVAC ROOM,,,,,,,N105L07M092,1,
1076,ZONE-13-130,N105L07M050,G100-13-Y036-0107-CM-050,HVAC ROOM,,,,,,,N105L07M050,1,
1077,ZONE-13-130,N105L07M051,G100-13-Y036-0107-CM-051,HVAC ROOM,,,,,,,N105L07M051,1,
1078,ZONE-13-130,N105L07M052,G100-13-Y036-0107-MMM-052,HVAC ROOM,,,,,,,N105L07M052,1,
1079,ZONE-13-129,N105L07M053,G100-13-Y036-0107-MP-053,HVAC ROOM,,,,,,,N105L07M053,1,
1080,ZONE-13-129,N105L07D042,G100-13-Y036-0107-SD-042,CIRCULATION 01,,,,,,,N105L07D042,1,
1081,ZONE-13-129,N105L07D043,G100-13-Y036-0107-SD-043,CIRCULATION 01,,,,,,,N105L07D043,1,
